text,label,category,lang,source
Hey bro kal milte hain.,0,safe_personal,Hinglish,synthetic
Can you send me the notes?,0,safe_personal,English,synthetic
Hey bro kal milte hain.,0,safe_personal,Hinglish,synthetic
Can you send me the notes?,0,safe_personal,English,synthetic
Hey bro kal milte hain.,0,safe_personal,Hinglish,synthetic
मैं शाम तक घर पहुँच जाऊँगा।,0,safe_personal,Hindi,synthetic
Hey bro kal milte hain.,0,safe_personal,Hinglish,synthetic
Can you send me the notes?,0,safe_personal,English,synthetic
Hey bro kal milte hain.,0,safe_personal,Hinglish,synthetic
Can you send me the notes?,0,safe_personal,English,synthetic
Can you send me the notes?,0,safe_personal,English,synthetic
Hey bro kal milte hain.,0,safe_personal,Hinglish,synthetic
Can you send me the notes?,0,safe_personal,English,synthetic
Hey bro kal milte hain.,0,safe_personal,Hinglish,synthetic
मैं शाम तक घर पहुँच जाऊँगा।,0,safe_personal,Hindi,synthetic
Can you send me the notes?,0,safe_personal,English,synthetic
Can you send me the notes?,0,safe_personal,English,synthetic
Can you send me the notes?,0,safe_personal,English,synthetic
Can you send me the notes?,0,safe_personal,English,synthetic
मैं शाम तक घर पहुँच जाऊँगा।,0,safe_personal,Hindi,synthetic
मैं शाम तक घर पहुँच जाऊँगा।,0,safe_personal,Hindi,synthetic
Hey bro kal milte hain.,0,safe_personal,Hinglish,synthetic
आपकी appointment कल निर्धारित है।,0,safe_generic,Hindi,synthetic
आपकी appointment कल निर्धारित है।,0,safe_generic,Hindi,synthetic
Aapka cab driver 5 mins mein pahunch raha hai.,0,safe_generic,Hinglish,synthetic
Your order has been delivered.,0,safe_generic,English,synthetic
Aapka cab driver 5 mins mein pahunch raha hai.,0,safe_generic,Hinglish,synthetic
Aapka cab driver 5 mins mein pahunch raha hai.,0,safe_generic,Hinglish,synthetic
Your order has been delivered.,0,safe_generic,English,synthetic
आपकी appointment कल निर्धारित है।,0,safe_generic,Hindi,synthetic
आपकी appointment कल निर्धारित है।,0,safe_generic,Hindi,synthetic
Aapka cab driver 5 mins mein pahunch raha hai.,0,safe_generic,Hinglish,synthetic
Aapka cab driver 5 mins mein pahunch raha hai.,0,safe_generic,Hinglish,synthetic
Aapka cab driver 5 mins mein pahunch raha hai.,0,safe_generic,Hinglish,synthetic
Your order has been delivered.,0,safe_generic,English,synthetic
Your order has been delivered.,0,safe_generic,English,synthetic
Aapka cab driver 5 mins mein pahunch raha hai.,0,safe_generic,Hinglish,synthetic
आपकी appointment कल निर्धारित है।,0,safe_generic,Hindi,synthetic
आपकी appointment कल निर्धारित है।,0,safe_generic,Hindi,synthetic
Your order has been delivered.,0,safe_generic,English,synthetic
Your order has been delivered.,0,safe_generic,English,synthetic
आपकी appointment कल निर्धारित है।,0,safe_generic,Hindi,synthetic
Your order has been delivered.,0,safe_generic,English,synthetic
आपकी appointment कल निर्धारित है।,0,safe_generic,Hindi,synthetic
Aapka cab driver 5 mins mein pahunch raha hai.,0,safe_generic,Hinglish,synthetic
Your order has been delivered.,0,safe_generic,English,synthetic
Aapka cab driver 5 mins mein pahunch raha hai.,0,safe_generic,Hinglish,synthetic
Your order has been delivered.,0,safe_generic,English,synthetic
Your order has been delivered.,0,safe_generic,English,synthetic
Aapka cab driver 5 mins mein pahunch raha hai.,0,safe_generic,Hinglish,synthetic
Aapka cab driver 5 mins mein pahunch raha hai.,0,safe_generic,Hinglish,synthetic
Your order has been delivered.,0,safe_generic,English,synthetic
Aapka cab driver 5 mins mein pahunch raha hai.,0,safe_generic,Hinglish,synthetic
आपकी appointment कल निर्धारित है।,0,safe_generic,Hindi,synthetic
आपकी appointment कल निर्धारित है।,0,safe_generic,Hindi,synthetic
Aapka cab driver 5 mins mein pahunch raha hai.,0,safe_generic,Hinglish,synthetic
आपकी appointment कल निर्धारित है।,0,safe_generic,Hindi,synthetic
आपकी appointment कल निर्धारित है।,0,safe_generic,Hindi,synthetic
आपकी appointment कल निर्धारित है।,0,safe_generic,Hindi,synthetic
Your order has been delivered.,0,safe_generic,English,synthetic
आपकी appointment कल निर्धारित है।,0,safe_generic,Hindi,synthetic
आपकी appointment कल निर्धारित है।,0,safe_generic,Hindi,synthetic
